ID,target
011449698,3930967.3207638995
0114795f0,2816471.7552558603
011626c20,6623281.674087909
0117c8f27,2680228.8066613283
0117dcb47,3207652.466658076
0118c34be,3410105.1569873975
0119efcb9,4534397.816369048
011a58e13,883619.0984880585
011b7902b,7374592.3736228915
011ca122e,6814752.901158994
012053244,3929827.0604438693
0122a258e,1461652.9996028452
0122a4305,2188349.6199943335
01230d8ba,1323726.3796157895
012414f4e,3372272.9282725938
012452125,2855289.8179824804
0124529b5,512739.2439678386
012556288,5005243.197950021
01257c24c,4916015.558885468
01258b972,803588.5315170643
0125b64db,4108249.0460495837
01295ef92,3870264.402236489
012a2752f,1339386.3153768138
012b6ba95,1881998.8070644431
012b96b58,3208598.703316233
012e881b9,4922994.58138094
012f25e94,3968965.510111871
012fa70bb,2339706.9865837195
01304fc0a,4955442.337414492
013230913,3936690.851077524
01336ceb8,4599443.107329868
0133b85e7,3352482.741509755
0136f8766,1153822.2840426688
0137356b9,4083494.0673349337
013750184,838966.2331022617
013a3f07c,3572244.16926921
013cc1c13,4950402.82325994
013e96334,2234941.3667894835
013fae0b1,4177827.266919696
014076343,4138658.90622981
0140ea0ba,1937040.272017813
0143ee127,878256.9836452138
014461014,2787818.1512739668
01446634f,2299672.9449352985
014729fb2,3297603.3903661584
014749c88,2545730.57821903
014787fc1,2839769.290855841
014a6143c,1435936.7572476617
014af25cd,6331074.910674852
014b5797e,4137834.9039507248
014badcb1,3738027.866570978
014c523b1,5754821.3036505785
014e55fdb,866051.112075199
014ea0456,3299449.8385099713
0151cc525,4465557.8646033425
015409983,4856540.033520075
015411bfe,4983838.819648499
01560b792,145917.05762614933
0157b07da,4222271.033361902
01587bbbc,4975083.16442006
0158ba234,4026924.573814808
01590d52a,6890456.585909841
015a40790,4239447.868655317
015b07817,1336319.84566921
015fc3313,5773669.23767977
01604ee4b,4065955.9056651583
016054375,4201468.229945115
01642dec0,1172124.2609505581
0166ab5ea,2276818.0185147724
016b405be,1260835.2948405216
016bdc940,5535958.641800754
016c31d1a,767658.0154796767
016d290da,4129135.0302239386
016decdd2,3472590.8010133402
016ee1214,3991064.4654911375
016efef23,2570496.9764344334
016f60448,4722750.802871655
017029678,3136550.2569007017
01704d4ca,2846079.7830272214
0172638ce,4358942.420225183
0173e6be5,1323726.3796157895
0174ed320,1746882.993077036
017623c5c,1323726.3796157895
017a4044f,3630825.6294945413
017a6c7f9,4271492.416725567
017ae7ac3,4546829.676506032
017b80d83,3894973.838888341
017d9f1a4,2105506.289932682
017e22e34,3907316.013848259
017e9a902,3126628.9866012465
0180f14e9,1243999.3849338794
018148c57,2993215.2043872722
018166b42,2971504.395050913
0181a6d0e,4062824.133318723
018283661,3023298.6844758103
0183f9b32,1120991.489419443
0186cbba4,6041993.019416224
0188bc86f,845199.9133477139
01890383f,4054991.62664977
018965366,2828813.2351524807
0189c8ab0,4386232.152458033
018d514a2,4118549.7211877196
018d765bb,2613882.606821907
018dbbe73,1325326.103064839
018de39ca,4209694.26729006
018fd935f,1323726.3796157895
018ffc9fa,4283882.222553306
019372984,5079226.198207954
01937e592,1108418.2552762486
019381521,2372622.0819765073
01952e574,1713567.2989439922
019540ad9,5711831.203773748
01955815c,1574637.5040583275
0196be03d,2159237.22140562
01978c738,5227671.278908262
0197f607c,4890769.48792422
01980e862,1323726.3796157895
019823615,1323726.3796157895
019ab3785,4195488.7432155665
019c0d544,4643253.220566942
019c5ad1d,1323726.3796157895
019cff829,1323726.3796157895
019ed3e51,802670.9676939049
019fd88df,1513209.6204395206
01a0a9e06,4444719.827817934
01a1f927c,1323726.3796157895
01a4d6c6c,1562000.9940818164
01a697820,2355836.918486126
01a72cedb,455118.69962892344
01a900d08,1773671.007929795
01a960c35,3410280.1610827213
01aa854be,3204233.238231326
01ab08b6a,2116285.8426105077
01ad8126b,2918835.807828559
01af69076,3775584.6796139563
01aff9a04,1894644.2358279936
01b128a94,4635575.889337199
01b1e697f,2052211.1606252138
01b3159e1,3980530.567806553
01b342719,2061169.045836845
01b375dad,2165132.994307232
01b6d93e9,1672586.6697933269
01b6e8722,1569350.8658650115
01b728f6c,1323726.3796157895
01b784536,4415507.46394793
01b7d0580,3617077.2702483824
01b7defea,2104484.8534235684
01b80bb3c,3315316.2759056007
01b8c1484,4910454.820947014
01bbb0d76,1834719.2471962483
01bc848d9,2319604.3306790097
01bd8211e,4378584.26369567
01bdda11d,3845058.9441654654
01be390b4,4226085.84897276
01be6122c,4620598.007017068
01c1d1fb0,4003353.6582173198
01c33d5d2,4077999.993849974
01c34e2ff,2094990.5556940506
01c362322,2044129.0859133
01c553e1a,3979882.999724035
01c65531d,3529707.85348031
01c6933d0,19710379.77610301
01c74c797,5116240.526957761
01c7eafe8,4473393.10879744
01c81cd35,7958621.246751586
01c898445,2613684.158142372
01c9fd3a7,4461314.57780417
01ca7113f,1323726.3796157895
01cb0f6ea,4599971.633313934
01cc582f5,402877.5801733
01cca8141,3923792.51389011
01cef01a2,243852.39621394523
01d10e85d,3240684.1267915186
01d193713,3709603.0130464444
01d2fecbe,920871.8872695768
01d38c28f,4929146.202098747
01d396bc2,1691707.0355080124
01d7bfe15,3420484.2631737962
01d8282f2,4642955.100616804
01d94bd22,4345185.990078322
01da2afeb,4721461.674667025
01db02cda,4673011.719601213
01dd4ee95,1323726.3796157895
01dd8785b,2578058.583798159
01dff0d9c,4380944.640048063
01e04a9fb,3462310.141644232
01e06a9f0,767230.4963241833
01e1970fb,4812932.386937322
01e1ee7f9,4476784.572027502
01e37465e,2704924.4409488495
01e38e47e,1925110.9796006866
01e6618b1,1827466.5402028344
01e8de681,6387999.478093489
01e9513b2,1323726.3796157895
01ea633f5,5334048.634310295
01eba0824,4126756.221606075
01eca1d02,4637040.522464194
01ed1f78a,5640559.70136183
01ee29ec7,6907889.369566533
01eed81f9,1954583.8098838336
01ef1d226,1502608.1510275775
01f0030e3,4465628.227545505
01f15fad3,1006424.2501754332
01f330ffe,3071186.779322312
01f39eb1e,900374.9450032606
01f44549a,3805219.862308995
01f5a652b,2416737.926415739
01f889c84,3645536.309391238
01fa9c31e,2572944.6473843344
01fd4e7e9,4046879.034070051
01fde1134,3687069.2795818886
01ff14471,2544521.2355969
01ffa7fbe,4314244.112881087
02001f60c,3400283.554313744
0201ea0a0,4753909.56065583
0201fe232,4749131.332560917
020699f8e,3612615.7475981168
0206a24ce,8172965.536179086
0206bfd06,2515083.6909700134
020741219,3219768.4559455165
020816bdb,4338991.079807603
0209a7570,4465008.690826821
0209bf7b8,2732473.8505398356
0209d2fd2,1323726.3796157895
020b294bd,4152891.1041033743
020b5b442,5355426.614184931
020bd2d15,4592870.675984162
020eaebb2,5042361.123018994
020ed0585,4234656.247267529
020f67b89,5921092.642346322
02118146a,1726120.4369100456
0211c154c,4788381.006668534
0211f9abc,1760549.4073060073
021257ae5,9419827.84260877
02135d6ab,5925119.794489747
02170db23,4187318.371100421
02180e987,2361721.1456721406
0218218c1,5456162.558367301
0218cd3d7,5047416.909053759
0219f8398,3185627.001290054
021aee575,1713756.2968426398
021bd4dca,4285820.758280699
021da9216,842438.9455036804
021ebd418,1120560.8256816943
021fd795a,1790442.9926300838
02223cd36,2829470.8401997173
0223c16c1,1912050.928306289
022678dd2,2191132.480609893
022792b0a,4877869.47725185
022804284,2575786.626503891
0228aa82d,2007706.0669676964
0229e75c4,935542.7009775033
022a8c2f7,2677233.070140189
022cb2631,3565942.0679186247
0230d4064,3341918.767674249
023377ebc,4612178.860911436
02342e4f7,3894152.8303060518
0235e2eab,4837056.8150753025
023990ec3,2137909.724817926
023ac9a3c,4412410.464753071
023b81381,2612275.121822402
023fa6bf0,4201792.010104365
024078072,703190.2049664065
0241d1cc7,4206227.050147263
0241dbd70,4146168.7778823813
02423aea3,2046536.1857813443
0242e62ca,2493738.2601959268
024306e5d,3081750.8198094857
0244ca2e6,1323726.3796157895
0245590f8,2059563.9817378458
0246d6ee2,2947632.7836038973
024739c7d,4186599.5971435457
024766f47,1706555.8914654017
024813220,2587453.0773637225
024890eac,2815868.947027928
024c65d46,5029215.921811862
024c8f9db,3485343.687483636
024cbb5b4,3178028.8240943314
024d9058c,1706153.9059245053
024fe32af,2631762.9455542783
025045845,11085348.068874652
0250eb809,1488740.465724882
025179e5e,668994.1222908789
02537cf5e,2337887.538057526
0254223d8,1323726.3796157895
0256c0b0e,4675525.711781731
025774ca3,6301720.149320881
025786cb9,915282.1924021203
0257e2b97,1516404.0147482047
025994da9,1855481.2739865943
025a2f31f,2575384.372280151
025a544da,4956226.804207494
025a96ed9,2013476.756117934
025abdc92,3639034.993408311
025ba7d70,4189648.44464845
025c222b3,4952009.750462073
025c7bb5f,3996251.3763216226
025e5d770,4955000.153748438
02635ccad,4831961.065810082
02648787c,4129909.4886738313
026756d03,3202650.7548200986
0267a271c,4051476.3235668964
02681ecec,4228960.374505066
02697d7c3,2666414.709976056
0269a6f71,2277448.6751631508
0269d314c,4844817.257182673
0269dba28,3185165.7000041218
026a61d88,1814989.8241346125
026aeaa2c,2221490.749780341
026b02a83,4698376.304175625
026baed22,4848559.103131978
026c4e17b,1063685.5196165638
026c5991c,2539230.6852978813
026cf59d9,2519261.13566011
026cfc392,474380.42175389425
0270a390f,1058399.2998443707
0270be3af,4029436.32844034
0270e156b,2893895.8085064096
027124809,4966665.207453577
0272c405a,2658712.7989889225
027400cb8,3296237.521937851
0274ce8b8,3466910.711071783
027769b10,2345678.503320792
0277d96d0,2100912.1245326395
027a21566,1323726.3796157895
027c75423,3615650.638245041
027cc80a8,2944299.0994324284
027d5aea6,2326471.077153491
02865c5ec,4289480.669561332
0287280ba,2079104.7844338033
02898064e,2150090.2117042346
028988631,1736520.6180284384
028a5c0d4,2612790.938243497
028da53a4,2147700.220136646
028ee267a,1323726.3796157895
0292f2fc5,4769163.610661495
02975edfa,4103636.002890779
029a9db2e,1323726.3796157895
029b14b56,1926085.1106626012
029bbe7d3,4834106.120031169
029c1e398,2044052.234586075
029da4b41,1323726.3796157895
02a0c1918,3698666.4042036263
02a2a1bdf,3400095.289175576
02a2c00e0,1596124.7464503623
02a31514c,4839561.721982052
02a3dc04d,4620140.227200704
02a565b91,1132543.6061655954
02ac98fd5,4794668.751557177
02adff31a,1756499.9820019081
02affe93a,1323726.3796157895
02afff518,4478008.040886138
02b000198,370243.84242651064
02b0b4bae,4867643.964154299
02b0c3fdb,2033689.948823974
02b220cf1,5766510.05976557
02b25ade0,1323726.3796157895
02b413bb1,5003039.184250973
02b4aaba1,6639615.3010627
02b67ff32,3540527.703564399
02b71a6b2,4267252.407896133
02b79188f,2200311.617191429
02b8961fc,4955947.997678872
02b96ff6c,3749474.3618420325
02bad4594,2495382.0045543597
02bbd7b9d,5455759.046357956
02bcf8e90,4314117.010267541
02bde66d2,3133431.5169326086
02bfe3c59,3831220.610710148
02c119238,5076565.5619437415
02c16cb74,2412795.2601210405
02c475e65,2310488.5818035975
02c4d224b,2565841.0133775477
02c6d9700,2182555.817756693
02c74523d,5543837.127903101
02c7c5e05,2354654.4995487197
02c8a1f80,429115.69397038186
02c8c7175,2116949.4932703483
02c91d25d,3989461.6603139555
02ce4321f,1709760.537275023
02cfae275,4278786.187096896
02d07cb78,3862797.7687982596
02d147e50,4790134.67666548
02d173c38,4916947.724338268
02d1a1e82,3962598.3884496517
02d2dc64c,2589204.6092016837
02d3dcc5a,4517003.463566276
02d67ed4c,2240860.5600538524
02d682de1,5375800.262922014
02d72b46d,3780111.279899524
02da114c7,2254819.107023992
02da41c7e,1825266.1423189626
02dad771a,2071712.7846677054
02db2bb9a,90637.84840353728
02dc20d11,4487165.803924896
02dc3b94d,1323726.3796157895
02dd17f6f,3809115.915935234
02deaaed6,2167281.688933002
02dfd3b7c,2907225.810209102
02e0b923c,4957517.530824174
02e23559a,4080065.9530820735
02e2acbaa,1619084.1474257493
02e5349d9,2321257.287461905
02e6bbef5,2985611.5816837745
02e7849bb,4623915.477253971
02e80faad,4703570.804687407
02eaec8f8,2310559.3827329306
02edb9180,15690698.837836761
02ee21874,4919980.854520795
02ef3cdc7,4967991.18346288
02f18ce31,4995033.845933445
02f20fa4a,2516708.68559291
02f492e98,2270636.695363841
02f7d06a3,2157035.159640758
02f8c9d39,3698041.8039718037
02f928f97,4502034.579086099
02f97eb4f,4905865.959109346
02f9cc844,3589172.8153676935
02f9f46ac,999407.3503140954
02fb07a76,1143381.9029280576
02fb4683c,2174528.744656412
02fd708e8,4009028.258601709
03026bfdd,3467096.011835441
0304186ba,4437820.694406983
03052941a,3275956.134838022
030553c29,2513967.3872289313
0306f5c13,808675.419868104
03078adf4,1372372.0229717055
030a2297c,749900.3012196472
030b9a986,4031470.974400199
030bbd54c,4595618.834465
030d81f86,2685391.112328487
03101eca5,4416083.729155412
0311bb483,3280749.7183845555
03121027c,8524277.162548013
0312ea7f8,4364687.996756331
0313323d7,3360841.0545490505
03148fa17,2238557.148220894
0314aa65d,7666918.5817601085
03156f66a,1838235.0544292703
031775c5a,5198747.108925771
0317cd26f,1592392.7388504841
0317dc1c8,1624982.9610126284
031959763,6623496.831042892
031961e5e,1318698.1450029523
031a6f52d,4082920.918898897
031af41a0,4412602.427850652
031be3013,4742653.035452628
031c054a3,4081078.260624949
031e02d13,3021763.924838834
031fe6025,3354108.394557736
03226e167,6136117.3070485685
032313121,2102424.5398736075
03252fdf8,2937432.39213737
0325ef5e3,4042817.3381435387
03278afaa,4579798.363700458
0329abefe,4342993.898728759
032b82f0c,4026476.6543883597
032cb3413,1947079.087340468
032f7abe9,1608165.3805831713
032fd3cf7,4027651.4636756266
033135e05,8818093.506014075
03316e7c8,3253805.8961417195
0333c53fa,1711471.1940469067
033611b09,4324317.530149189
033656403,1602488.4171978591
0337427ab,1623247.8221131857
0338d1fb6,4049165.9211729416
033948435,11504290.852127114
033b70fcb,2191549.8056831076
033d3323b,3741297.9606402656
033db5f65,1320997.742819944
0341af76c,1192138.8403999659
03434b4b4,4629533.150725028
0344e4977,9972913.507746393
0346fb76b,5249179.912807427
034ad33d6,6630218.801614108
034af5dae,1894001.3534055501
034b70bda,5095709.750028842
034f2607b,802075.2131365329
034f28339,1665465.9817382141
034fb173b,4206435.790431605
03504923d,5532743.924317157
035226e6e,1661201.2518078624
035585d5c,3427369.312886124
035643e2b,5155331.430503121
0356dfccd,4097412.3076081537
0356fc880,4374877.380288343
03578cd16,4390408.329109846
0358c22f6,3599115.8494124785
035a91cf2,1323726.3796157895
035b789d2,3885307.7403064193
03610ecc7,3093266.825442685
03656e62f,4870531.447104135
0365b7b3a,1633141.2099817782
0365f0a9f,2740592.127405013
0367cb231,2982899.420583333
03687090c,1323726.3796157895
036b2dd1e,2346779.993020719
036f3dd40,1323726.3796157895
03700787a,4311685.746524349
03705c6ef,1323726.3796157895
03722e7be,1323726.3796157895
037248721,1975682.040007481
037269293,4628905.656532386
03782136e,3493727.8279943243
03796cf0e,3163388.914752957
037dc14e7,3501101.1613383815
037ec2166,2505039.975090067
037f61da3,3833559.6249143807
0380c62db,5069330.019188989
03857cb43,2015676.1977831416
0387bf802,4264816.70417258
038838fee,2219262.8204943603
0388b0dc1,3225830.194394344
038ad1732,1698540.1810696647
038b7c09a,3225202.831272443
038c061e1,1323726.3796157895
038da9843,1731730.1052714803
038ded2fe,2109868.913148872
038f623c2,3228434.499647674
039105297,2658319.557221904
0391c19bf,2186759.2230669977
0393e0694,1323726.3796157895
03949736d,10022694.064421603
03959e9a9,2965845.502228104
03968aeb0,1839861.9501870177
039a844b4,3819129.213191799
039e289ac,3190436.877538542
03a062fbb,2973904.9063552683
03a4623d5,1891518.8963480624
03a546322,2275946.2286740155
03a5c6003,1038264.9107950118
03a5f4351,2464297.907832105
03a81c915,3165312.4677173235
03aaf818c,4683140.569210745
03ab8fc70,6378226.534589101
03aea7af1,6262539.984203747
03b10328e,3387768.7552244337
03b27dded,3778429.1283750855
03b46ad5d,3030509.7667458183
03b4b4a3e,1705585.65387251
03b67d81b,1323726.3796157895
03b6c19da,4448722.31048925
03b835ca7,2311733.3756504883
03b882553,3631441.1679372014
03b99b5f9,3901182.259339073
03b9a2af2,6862680.768758016
03baf448a,6694634.153283173
03bedbe9d,4905708.895743253
03bfd20b9,1323726.3796157895
03bfe3bc5,1715000.4525087941
03c18ac69,2424858.259362937
03c27a2bf,2050128.8113173987
03c760f76,1998303.4832703515
03c8caae7,4115950.365852098
03c9a65f8,4178208.3700457597
03cdb39c1,5508302.284417324
03d4bd5b8,2990634.627276217
03d73e9c5,3341017.0615841225
03d854501,959259.029521863
03d893c26,3853026.3789455993
03da7d69e,3159642.619631457
03db05222,2026788.9021044497
03dc6875e,853563.3133462714
03dfb0bd7,1777876.0916128438
03e09458b,1830807.6017797193
03e10ddf7,2123461.6132665304
03e28b99f,1910957.3387478322
03e58b888,3720995.7376206615
03e592e94,5061932.689017691
03e755a97,3338222.835180278
03e78798a,7387906.016980665
03e823704,4097794.420575802
03e882a88,2257013.5534447725
03e897c29,4112453.061309787
03ebad6bc,4819095.586005563
03ebf5ecf,860629.5106806664
03ec3ab4e,969298.7304036531
03ec5eed1,5449759.577670957
03ed5c911,4253404.72190631
03ed976ab,4140975.0845111907
03ef34c90,1765266.4886208312
03f203cfa,2693549.3863218403
03f3c8c46,3716936.940922095
03f492c31,3053658.667158966
03f5b5e4a,2514684.4712118143
03f6822ee,858403.7029880367
03f6de512,2820165.5837650164
03f73ef0e,2239785.0763568245
03f74f010,7695450.462040973
03f82bc6c,3928666.0886212206
03fa0306c,5441870.218335501
03fc7fa27,1287601.098818102
03fe6e716,4928459.346281173
03ffe3f49,4524310.380593323
04023973e,2501417.2385099004
04042f2d4,3410998.508067441
04045c3a4,5387015.727634903
0404fb8e2,4908116.521393406
0406e6e47,3967668.453906315
040951939,5426145.7998323655
0409890f8,4082208.6149072708
040ca2949,822188.9710617044
040f6b98c,4007514.883590901
040fb51e2,3973854.003042438
0411c1468,4683782.517859293
04127fa80,4651393.932307957
0412f421d,2368846.7109528445
041346d0f,644755.4214230146
04137899d,5760151.946650701
0419a598f,4781258.478786935
041abacf2,1234334.0634126726
041ac253e,963330.8071345023
041ae628c,2263414.7962312303
041b2eaa1,939185.3448059245
041d211ec,879614.4494492855
041d6aa88,2222565.4642141773
041e0fa5a,3992678.213352821
041fec996,1908674.5553583403
042091615,1687349.6445652738
0423774bc,4507041.230365237
04245c9ab,5013155.643713369
0425713aa,586230.9813865667
042576594,6245551.693036864
04258a134,1323726.3796157895
04290d6e3,3120707.947753383
0429ef94f,2734158.0881354488
042acad39,596439.7900401782
042b75b8b,2592689.131112688
042b8215b,10162693.984230252
04305a384,768971.291320181
04314d3a3,2155668.852743808
04315db05,1537698.9670767428
04345543a,4664297.942726461
043593500,3887391.5950749493
0436f2c86,3948918.0618406944
04370ab18,4897485.080514771
0437281f5,7391770.259247035
0438dc28d,1323726.3796157895
043be1af1,1778305.842370456
043c23fbe,1390626.283734459
043dce29d,1383579.1478835435
043e4b825,2600958.8734852653
043f5244b,3721889.9875409477
043fd2e42,1254749.7391488429
0441a98fe,5429358.789859232
044541178,4807824.009190768
04457b1e5,1644418.5469438639
04462ec86,1965344.6855871645
044683ae6,2167443.2164652543
0448aa36f,857129.3283232715
0449d0137,1572308.3605352608
044b95f86,3922762.0752446614
044b97b6c,4511386.51327096
044c7fd20,4658394.804894803
044c8dfd9,1323726.3796157895
044d8ee8d,3874852.438104651
044eb2751,1323726.3796157895
044efc778,3297285.8498151796
045082aa1,2285363.0835991194
04518a146,4807293.32927552
045239fe8,480261.05292455934
0453a3e09,1330425.0297379747
0454417ec,5802125.423936618
0454de019,4028771.126154882
04562691c,3699188.792335133
0458a04a0,4566921.683843194
045901f6a,3216053.4822025695
045986d3a,1254113.8168976293
045bce540,3977376.131379229
045ce5b8c,4524999.697088731
046021d41,2268170.6992855156
0462e36a5,2217121.265790277
046526fe2,1752131.3818491835
04655596d,5393888.630006208
04658f5b6,2628982.626800666
046692f4b,3524808.3246493526
046868511,1170021.536342213
046892828,1323726.3796157895
046b3d7ef,3320942.8919255636
046c924e3,927729.7763317922
046e2664e,4895677.690711804
046e3b5b4,2967517.775686474
046f20f0d,2264482.332954404
047157871,1649630.8294852828
04722b965,2445012.491934812
0478dd0a3,3357959.797880858
0479371c3,2055790.1263211456
047ac78ea,3475866.74820894
0481e6914,1628802.747603176
04822e352,1323726.3796157895
0483111ba,2101450.4819491417
0483794aa,4997222.399585644
048443c83,4573354.945525072
04847c5ea,1556279.7065241379
048658031,4239345.911488026
048694692,5146963.272807092
048712c35,2066398.0430702898
048b1b81c,1265342.775772166
048def5ee,3340256.660594219
048e4e5ce,2378716.6403868725
049036175,11244304.827180153
04905d5d0,3534960.4034404443
0490bce2f,1661246.6117464886
0492364a6,2167999.7367069637
0493c1057,1518733.0717691253
0494cbc16,4903649.623876227
049670925,839713.3330238735
04998f537,610446.589684485
04999528c,2594018.820058807
049a35c33,3117153.8730265168
049a8e3e5,4793134.195850151
049ab0d4d,1874053.3914282299
049b66c17,3811216.8537486913
049e17289,1950947.0119565367
049e7e088,2097730.8882625448
04a049e48,1596185.1443319384
04a095504,2499634.3795633046
04a105753,2153888.7555549378
04a231167,1596540.060671946
04a3c6d21,3331558.920615466
04a5a539f,3943621.755795001
04a746dc8,4875046.906096822
04a992add,1236947.4098303604
04a9e4aeb,1401440.3477954692
04aa2e15a,2540145.1834171764
04aa6b5fc,1634388.5072364437
04ab00450,1323726.3796157895
04ab1de8e,8177285.775376366
04ad57b6d,4407760.079658046
04ae21348,2166809.2095174612
04af5fa34,4813753.720970096
04afeb8ac,5200078.521272832
04b0e1550,1323726.3796157895
04b1ca833,1959730.8430073026
04b2cb591,1633783.6201702652
04b2d3d86,1772183.6068305168
04b432011,1816311.1887434863
04b44859f,1780249.9682294012
04b56ec7a,4951956.689737139
04b7f99d1,4264378.651555291
04b9581f6,1323726.3796157895
04b98c616,778926.1227866563
04b993254,5170469.006513931
04ba2dd27,1679172.8578840108
